film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
404,Hate Handicap,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,2006,1,4,0.99,107,26.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'first':20 'handicap':2 'hate':1 'hunter':17 'intrepid':4 'mad':8 'man':21 'must':14 'overcom':15 'pioneer':12 'reflect':5 'scientist':9 'space':22 'station':23
410,Heaven Freedom,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,2006,1,7,2.99,48,19.99,PG,50:59.0,{Commentaries},'butler':8 'car':11 'freedom':2 'heaven':1 'intrepid':4 'man':16 'must':13 'new':18 'orlean':19 'stori':5 'vanquish':14
414,Hellfighters Sierra,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,2006,1,3,2.99,75,23.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'battl':15 'boat':17 'dentist':12 'georgia':20 'hellfight':1 'must':14 'reflect':5 'shark':9 'sierra':2 'soviet':19 'taut':4
420,Holes Brannigan,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,2006,1,7,4.99,128,27.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'boy':19 'brannigan':2 'canadian':22 'fast':5 'fast-pac':4 'fight':17 'hole':1 'must':16 'pace':6 'reflect':7 'rocki':23 'student':14 'technic':10 'writer':11
423,Hollywood Anonymous,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,2006,1,7,0.99,69,29.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}",'anonym':2 'boat':23 'boy':10 'dog':18 'epistl':7 'escap':16 'explor':13 'fast':5 'fast-pac':4 'hollywood':1 'must':15 'pace':6 'u':22 'u-boat':21
433,Horn Working,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,2006,1,4,2.99,95,23.99,PG,50:59.0,{Trailers},'display':5 'horn':1 'mad':8 'monkey':18 'must':15 'scientist':9 'shark':21 'stun':4 'succumb':16 'tank':22 'technic':12 'work':2 'writer':13
443,Hurricane Affair,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,2006,1,6,2.99,49,11.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'abandon':20 'administr':9 'affair':2 'databas':8 'epistl':5 'hunter':17 'hurrican':1 'lacklustur':4 'meet':15 'mine':21 'must':14 'shaft':22 'woman':12
446,Hysterical Grail,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,2006,1,5,4.99,150,19.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'amaz':4 'build':14 'car':16 'dentist':11 'grail':2 'hyster':1 'madman':8 'manhattan':19 'must':13 'penthous':20 'saga':5
463,Instinct Airport,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,1,4,2.99,116,21.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'airport':2 'butler':17 'confront':15 'cow':9 'documentari':5 'explor':12 'instinct':1 'mad':8 'manhattan':20 'must':14 'penthous':21 'touch':4
468,Invasion Cyclone,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,2006,1,5,2.99,97,12.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'charact':5 'cyclon':2 'explor':18 'invas':1 'lacklustur':4 'mad':9 'monasteri':21 'must':15 'outrac':16 'scientist':10 'studi':6 'woman':13
469,Iron Moon,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,2006,1,7,4.99,46,27.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'baloon':22 'boy':14 'cow':11 'dentist':19 'documentari':7 'fast':5 'fast-pac':4 'iron':1 'mad':10 'moon':2 'must':16 'pace':6 'pursu':17
477,Jawbreaker Brooklyn,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006,1,5,0.99,118,15.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}","'boat':8,22 'brooklyn':2 'chef':12 'jawbreak':1 'jet':21 'must':14 'pastri':11 'reflect':5 'shark':18 'stun':4 'succumb':15"
479,Jedi Beneath,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,2006,1,7,0.99,128,12.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'astound':4 'beneath':2 'dentist':11 'explor':8 'jedi':1 'must':13 'nigeria':18 'pursu':14 'reflect':5 'student':16
481,Jekyll Frogmen,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006,1,4,2.99,58,22.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'astronaut':11 'epistl':5 'fanci':4 'frogmen':2 'jekyl':1 'kill':14 'must':13 'shark':19 'student':8 'tank':20 'waitress':16
485,Jersey Sassy,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006,1,6,4.99,60,16.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'ancient':19 'cow':12 'documentari':5 'feminist':17 'find':15 'japan':20 'jersey':1 'lacklustur':4 'mad':11 'madman':8 'must':14 'sassi':2
495,Kentuckian Giant,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,2006,1,5,2.99,169,10.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':21 'escap':14 'frisbe':11 'giant':2 'kentuckian':1 'must':13 'stun':4 'u':20 'u-boat':19 'waitress':16 'woman':8 'yarn':5
753,Rush Goodfellas,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006,1,3,0.99,48,20.99,PG,50:59.0,"{""Deleted Scenes""}",'australia':18 'challeng':14 'dentist':11 'display':5 'emot':4 'goodfella':2 'man':8 'must':13 'rush':1 'squirrel':16
506,Lady Stage,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,4,4.99,67,14.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'boat':22 'charact':5 'explor':17 'ladi':1 'man':12 'must':14 'pursu':15 'stage':2 'studi':6 'u':21 'u-boat':20 'woman':9
515,Legally Secretary,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,7,4.99,113,14.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'astound':4 'desert':21 'legal':1 'meet':15 'moos':12 'must':14 'sahara':20 'secretari':2 'shark':9 'tale':5 'woman':17
516,Legend Jedi,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,2006,1,7,0.99,59,18.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'crocodil':18 'epistl':7 'inspir':6 'jedi':2 'legend':1 'must':15 'outback':21 'outgun':16 'pioneer':10 'student':13
518,Liaisons Sweet,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,2006,1,5,4.99,140,15.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'bore':4 'canadian':20 'drama':5 'explor':12 'liaison':1 'must':14 'redeem':15 'rocki':21 'shark':9 'sweet':2 'waitress':17
524,Lion Uncut,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,2006,1,6,0.99,50,13.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'ancient':20 'cat':12 'chef':9 'china':21 'display':5 'intrepid':4 'kill':15 'lion':1 'must':14 'pastri':8 'shark':18 'uncut':2
527,Lola Agent,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,1,4,4.99,85,24.99,PG,50:59.0,"{Trailers,Commentaries}",'administr':18 'agent':2 'ancient':20 'astound':4 'databas':17 'husband':12 'japan':21 'lola':1 'mad':8 'must':14 'redeem':15 'scientist':9 'tale':5
532,Loser Hustler,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,1,5,4.99,80,28.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'butler':16 'drama':5 'feminist':11 'hustler':2 'loser':1 'must':13 'nigeria':18 'outgun':14 'robot':8 'stun':4
536,Lovely Jingle,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,2006,1,3,2.99,65,18.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}","'crocodil':8,17 'discov':15 'fanci':4 'forens':11 'jingl':2 'love':1 'must':14 'outback':20 'psychologist':12 'yarn':5"
547,Magic Mallrats,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,2006,1,3,0.99,117,19.99,PG,50:59.0,"{Trailers,Commentaries}","'build':16 'california':21 'chef':9,13 'documentari':5 'mad':18 'magic':1 'mallrat':2 'must':15 'pastri':8,12 'scientist':19 'touch':4"
551,Maiden Home,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,2006,1,3,4.99,138,9.99,PG,50:59.0,"{""Behind the Scenes""}",'convent':21 'forens':16 'home':2 'kill':14 'lacklustur':4 'maiden':1 'moos':8 'must':13 'mysql':20 'psychologist':17 'saga':5 'teacher':11
552,Majestic Floats,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,2006,1,5,0.99,130,15.99,PG,50:59.0,{Trailers},'butler':17 'charact':5 'escap':15 'first':20 'float':2 'majest':1 'man':21 'moos':9 'must':14 'space':22 'station':23 'student':12 'studi':6 'thrill':4
555,Mallrats United,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,2006,1,4,0.99,133,25.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'dentist':11 'find':14 'hunter':16 'mallrat':1 'monasteri':19 'must':13 'thrill':4 'unit':2 'waitress':8 'yarn':5
557,Manchurian Curtain,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,2006,1,5,2.99,177,27.99,PG,50:59.0,"{Trailers,Commentaries}","'battl':15 'berlin':19 'boy':12,17 'cow':9 'curtain':2 'mad':8 'manchurian':1 'must':14 'stun':4 'tale':5"
564,Massage Image,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,2006,1,4,2.99,161,11.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'crocodil':11 'dog':16 'drama':5 'fate':4 'first':19 'frisbe':8 'imag':2 'man':20 'massag':1 'must':13 'space':21 'station':22 'vanquish':14
576,Mighty Luck,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,2006,1,7,2.99,122,13.99,PG,50:59.0,"{""Behind the Scenes""}",'administr':18 'astound':4 'convent':22 'databas':17 'epistl':5 'escap':15 'luck':2 'mad':8 'mighti':1 'must':14 'mysql':21 'pioneer':12 'scientist':9
577,Mile Mulan,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,2006,1,4,0.99,64,10.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'cat':8 'confront':14 'convent':20 'epistl':5 'husband':11 'lacklustur':4 'mile':1 'mulan':2 'must':13 'mysql':19
586,Mockingbird Hollywood,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,2006,1,4,0.99,60,27.99,PG,50:59.0,"{""Behind the Scenes""}",'berlin':18 'car':11 'compos':16 'hollywood':2 'man':8 'mockingbird':1 'must':13 'panorama':5 'sink':14 'thought':4
589,Modern Dorado,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,2006,1,3,0.99,74,20.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'boy':19 'butler':10 'dorado':2 'inspir':6 'modern':1 'must':16 'new':21 'orlean':22 'redeem':17 'stori':7 'sumo':13 'wrestler':14
590,Money Harold,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,2006,1,3,2.99,135,17.99,PG,50:59.0,"{Trailers,Commentaries}",'australia':18 'boat':11 'defeat':14 'explor':8 'harold':2 'money':1 'must':13 'robot':16 'tale':5 'touch':4
591,Monsoon Cause,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,2006,1,6,4.99,182,20.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'astound':4 'boat':21 'car':11 'caus':2 'crocodil':8 'monsoon':1 'must':13 'outrac':14 'squirrel':16 'tale':5 'u':20 'u-boat':19
592,Monster Spartacus,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,2006,1,6,2.99,107,28.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'australia':20 'cat':13 'fast':5 'fast-pac':4 'fight':16 'girl':18 'monster':1 'must':15 'pace':6 'spartacus':2 'stori':7 'waitress':10
595,Moon Bunch,A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory,2006,1,7,0.99,83,20.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'astronaut':8 'baloon':20 'beauti':4 'bunch':2 'cat':17 'challeng':15 'cow':12 'factori':21 'mad':11 'moon':1 'must':14 'tale':5
600,Motions Details,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,5,0.99,166,16.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'abandon':21 'awe':5 'awe-inspir':4 'car':18 'detail':2 'dog':10 'fun':22 'hous':23 'inspir':6 'kill':16 'motion':1 'must':15 'reflect':7 'student':13
602,Mourning Purple,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,1,5,0.99,146,14.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'chase':14 'display':5 'lacklustur':4 'lumberjack':11 'mourn':1 'must':13 'new':18 'orlean':19 'pioneer':16 'purpl':2 'waitress':8
603,Movie Shakespeare,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,2006,1,6,4.99,53,27.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':9 'berlin':19 'build':15 'databas':8 'display':5 'hunter':17 'insight':4 'movi':1 'must':14 'shakespear':2 'student':12
605,Mulholland Beast,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,7,2.99,157,13.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'battl':16 'beast':2 'boat':23 'display':7 'husband':10 'inspir':6 'jet':22 'mulholland':1 'must':15 'squirrel':13 'sumo':18 'wrestler':19
607,Muppet Mile,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,2006,1,5,4.99,50,18.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'frisbe':16 'gulf':19 'kill':14 'lacklustur':4 'madman':8 'mexico':21 'mile':2 'muppet':1 'must':13 'stori':5 'teacher':11
608,Murder Antitrust,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,2006,1,6,2.99,166,11.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'administr':12 'antitrust':2 'boy':17 'brilliant':4 'car':8 'convent':21 'databas':11 'escap':15 'murder':1 'must':14 'mysql':20 'yarn':5
611,Musketeers Wait,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,2006,1,7,4.99,73,17.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'australia':19 'cow':17 'fight':14 'mad':16 'moos':11 'musket':1 'must':13 'student':8 'touch':4 'wait':2 'yarn':5
618,Necklace Outbreak,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,2006,1,3,0.99,132,21.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13
623,Newton Labyrinth,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,2006,1,4,0.99,75,9.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'ancient':20 'charact':5 'find':15 'india':21 'intrepid':4 'labyrinth':2 'moos':9 'must':14 'newton':1 'shark':18 'studi':6 'waitress':12
624,Nightmare Chill,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,2006,1,3,4.99,149,25.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':19 'brilliant':4 'butler':11 'chill':2 'display':5 'fight':14 'mine':20 'must':13 'nightmar':1 'robot':8 'shaft':21 'waitress':16
628,Northwest Polish,A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback,2006,1,5,2.99,172,24.99,PG,50:59.0,{Trailers},'bore':4 'boy':9 'charact':5 'must':15 'northwest':1 'outback':21 'outrac':16 'polish':2 'shark':13 'studi':6 'woman':18
635,Oklahoma Jumanji,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,7,0.99,58,15.99,PG,50:59.0,"{""Behind the Scenes""}",'dentist':8 'desert':20 'drama':5 'husband':16 'jumanji':2 'meet':14 'must':13 'oklahoma':1 'sahara':19 'thought':4 'woman':11
636,Oleander Clue,A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat,2006,1,5,0.99,161,12.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'boat':21 'bore':4 'clue':2 'forens':16 'jet':20 'monkey':11 'must':13 'oleand':1 'psychologist':17 'stori':5 'succumb':14 'teacher':8
637,Open African,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,2006,1,7,4.99,131,16.99,PG,50:59.0,"{Trailers,Commentaries}",'african':2 'agent':9 'boat':22 'car':17 'discov':15 'drama':5 'explor':12 'lacklustur':4 'must':14 'open':1 'secret':8 'u':21 'u-boat':20
639,Opposite Necklace,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,2006,1,7,4.99,92,9.99,PG,50:59.0,"{""Deleted Scenes""}",'crocodil':8 'epistl':5 'explor':16 'fate':4 'kill':14 'moos':11 'must':13 'necklac':2 'nigeria':18 'opposit':1
644,Oscar Gold,A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia,2006,1,7,2.99,115,29.99,PG,50:59.0,"{""Behind the Scenes""}",'administr':9 'databas':8 'dog':12 'face':15 'georgia':20 'gold':2 'insight':4 'madman':17 'must':14 'oscar':1 'soviet':19 'tale':5
645,Others Soup,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,2006,1,7,2.99,118,18.99,PG,50:59.0,"{""Deleted Scenes""}",'cow':9 'documentari':5 'gulf':20 'lacklustur':4 'mad':8 'madman':12 'mexico':22 'moos':17 'must':14 'other':1 'sink':15 'soup':2
656,Papi Necklace,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,2006,1,3,0.99,128,9.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'ancient':18 'car':8 'display':5 'escap':14 'fanci':4 'japan':19 'monkey':11 'must':13 'necklac':2 'papi':1 'squirrel':16
660,Party Knock,A Fateful Display of a Technical Writer And a Butler who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,2006,1,7,2.99,107,11.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}",'abandon':21 'battl':15 'butler':12 'display':5 'fate':4 'knock':2 'mine':22 'must':14 'parti':1 'shaft':23 'sumo':17 'technic':8 'wrestler':18 'writer':9
662,Paths Control,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China,2006,1,3,4.99,118,9.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}",'ancient':18 'astound':4 'butler':8 'cat':11 'china':19 'control':2 'documentari':5 'find':14 'frisbe':16 'must':13 'path':1
664,Patriot Roman,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,2006,1,6,2.99,65,12.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'administr':12 'astronaut':17 'california':19 'challeng':15 'databas':11 'must':14 'patriot':1 'robot':8 'roman':2 'saga':5 'taut':4
665,Patton Interview,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,2006,1,4,2.99,175,22.99,PG,50:59.0,{Commentaries},'agent':12 'berlin':19 'cat':17 'compos':8 'documentari':5 'interview':2 'must':14 'patton':1 'secret':11 'succumb':15 'thrill':4
668,Peak Forever,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,2006,1,7,4.99,80,25.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'agent':12 'astronaut':17 'boat':8 'forev':2 'insight':4 'mine':21 'must':14 'peak':1 'reflect':5 'secret':11 'shaft':22 'vanquish':15
670,Pelican Comforts,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,2006,1,4,4.99,48,17.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'astronaut':16 'berlin':18 'boy':8 'comfort':2 'documentari':5 'epic':4 'monkey':11 'must':13 'pelican':1 'pursu':14
674,Pet Haunting,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,2006,1,3,0.99,99,11.99,PG,50:59.0,"{Trailers,Commentaries}",'boat':11 'california':18 'conquer':14 'explor':8 'haunt':2 'must':13 'pet':1 'reflect':5 'unbeliev':4 'woman':16
679,Pilot Hoosiers,A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft,2006,1,6,2.99,50,17.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'abandon':23 'awe':5 'awe-inspir':4 'crocodil':10 'forens':19 'hoosier':2 'inspir':6 'meet':17 'mine':24 'must':16 'pilot':1 'psychologist':20 'reflect':7 'shaft':25 'sumo':13 'wrestler':14
680,Pinocchio Simon,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,2006,1,4,4.99,103,21.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'california':22 'feminist':20 'find':18 'mad':10 'must':17 'pack':6 'pinocchio':1 'reflect':7 'scientist':11 'shark':15 'simon':2
681,Pirates Roxanne,A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies,2006,1,4,0.99,100,20.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'canadian':20 'drama':5 'lumberjack':11 'must':13 'overcom':14 'pirat':1 'rocki':21 'roxann':2 'shark':17 'stun':4 'woman':8
688,Polish Brooklyn,A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback,2006,1,6,0.99,61,12.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':10 'bore':4 'brooklyn':2 'charact':5 'databas':9 'lumberjack':13 'madman':18 'must':15 'outback':21 'polish':1 'reach':16 'studi':6
689,Pollock Deliverance,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,2006,1,5,2.99,137,14.99,PG,50:59.0,{Commentaries},'boat':16 'deliver':2 'desert':20 'frisbe':11 'intrepid':4 'madman':8 'must':13 'outgun':14 'pollock':1 'sahara':19 'stori':5
693,Potter Connecticut,A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin,2006,1,5,2.99,115,16.99,PG,50:59.0,"{Trailers,Commentaries}",'berlin':19 'cat':11 'connecticut':2 'epistl':5 'fight':14 'frisbe':8 'must':13 'potter':1 'technic':16 'thrill':4 'writer':17
695,President Bang,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,2006,1,6,4.99,144,12.99,PG,50:59.0,"{""Behind the Scenes""}",'bang':2 'battl':15 'fate':4 'georgia':20 'moos':12 'must':14 'panorama':5 'presid':1 'robot':17 'soviet':19 'technic':8 'writer':9
699,Private Drop,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,2006,1,7,4.99,106,26.99,PG,50:59.0,{Trailers},'agent':18 'baloon':21 'drop':2 'hunter':12 'must':14 'privat':1 'secret':17 'stori':5 'stun':4 'succumb':15 'technic':8 'writer':9
703,Punk Divorce,A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies,2006,1,6,4.99,100,18.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'boat':14 'canadian':22 'chef':11 'divorc':2 'face':17 'fast':5 'fast-pac':4 'frisbe':19 'must':16 'pace':6 'pastri':10 'punk':1 'rocki':23 'tale':7
706,Queen Luke,A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans,2006,1,5,4.99,163,22.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'astound':4 'boy':11 'challeng':14 'compos':16 'girl':8 'luke':2 'must':13 'new':18 'orlean':19 'queen':1 'stori':5
713,Rainbow Shock,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India,2006,1,3,4.99,74,14.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'action':5 'action-pack':4 'ancient':20 'boy':13 'discov':16 'hunter':10 'india':21 'lumberjack':18 'must':15 'pack':6 'rainbow':1 'shock':2 'stori':7
715,Range Moonwalker,A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon,2006,1,3,4.99,147,25.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'baloon':19 'confront':14 'crocodil':16 'dentist':11 'documentari':5 'hunter':8 'insight':4 'moonwalk':2 'must':13 'rang':1
719,Records Zorro,A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback,2006,1,7,4.99,182,11.99,PG,50:59.0,"{""Behind the Scenes""}",'amaz':4 'build':15 'compos':12 'drama':5 'husband':17 'mad':8 'must':14 'outback':20 'record':1 'scientist':9 'zorro':2
727,Resurrection Silverado,A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention,2006,1,6,0.99,117,12.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'challeng':14 'convent':20 'epic':4 'explor':11 'girl':16 'must':13 'mysql':19 'resurrect':1 'robot':8 'silverado':2 'yarn':5
729,Rider Caddyshack,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,5,2.99,177,28.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'caddyshack':2 'chase':14 'monkey':8 'moos':16 'must':13 'nigeria':18 'reflect':5 'rider':1 'taut':4 'woman':11
743,Room Roman,A Awe-Inspiring Panorama of a Composer And a Secret Agent who must Sink a Composer in A Shark Tank,2006,1,7,0.99,60,27.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'agent':14 'awe':5 'awe-inspir':4 'compos':10,19 'inspir':6 'must':16 'panorama':7 'roman':2 'room':1 'secret':13 'shark':22 'sink':17 'tank':23"
